ID,Area,Eccentricity,StdIntensity,Suspicious
349,332,0.824083268369887,0.110891036186104,0
350,274,0.968088235951086,0.015152595452779,0
351,184,0.727465135828173,0.0267041717751967,0
352,790,0.967027102490338,0.0785651389224161,0
353,858,0.815058880019155,0.0208859420852149,0
354,623,0.725655371620535,0.0392731299662581,0
355,1670,0.640453823559903,0.0695504026114026,1
356,408,0.89099742896783,0.0833950522708332,0
357,161,0.704110441524937,0.0135882274736838,0
358,502,0.828821255934203,0.0450720046104886,0
359,231,0.778253996986079,0.0243348523954712,0
360,280,0.892634186969428,0.04349147622752,0
361,178,0.950048072304772,0.0289641186439717,0
362,720,0.650498438682534,0.0165313631069944,0
363,208,0.957786433285875,0.0135612256607399,0
364,426,0.904997569249882,0.0366426744092469,0
365,259,0.349513491333148,0.00860540887477755,0
366,130,0.732608506239702,0.0222976259967536,0
367,225,0.722662167936485,0.0498191440548483,0
368,1891,0.482503485496972,0.0595399814107806,1
369,73,0.846382367168346,0.0176707527224201,0
370,148,0.94125269686113,0.0537335638390666,0
371,451,0.472250061338868,0.0144359187891959,0
372,1422,0.528333458592537,0.0461747876634792,1
373,477,0.924667783564018,0.0829424257913413,0
374,1891,0.638262310429989,0.0394126296709973,1
375,612,0.21989759672824,0.0591999932900077,0
376,212,0.784648763248763,0.0367083707533157,0
377,395,0.960750100718394,0.0192728103958603,0
378,1392,0.894396470148451,0.0777621549056392,1
379,821,0.929753812279043,0.297133808408579,0
380,119,0.746009663980274,0.0163399791285372,0
381,841,0.800524548541131,0.0252986330133506,0
382,297,0.647315193991646,0.0227475218104022,0
383,161,0.87505192324913,0.0146130713140301,0
384,121,0.925607407988404,0.0229503919818032,0
385,160,0.841227413333415,0.00556682425875962,0
386,746,0.921958611309725,0.0283939342074856,0
387,2034,0.459058385943798,0.139170238922825,1
388,6934,0.798761910995969,0.167691652450132,1
389,224,0.668034660533587,0.0199061604130839,0
390,100,0.776352352302207,0.018394589576109,0
391,2558,0.443058137586756,0.134207685177328,1
392,191,0.815496647655422,0.0470035984777555,0
393,327,0.720910963135289,0.00871949866640239,0
394,379,0.805100952233873,0.0881855447463225,0
395,388,0.962485230419438,0.0817899864351938,0
396,209,0.86284597272158,0.0224955917644045,0
397,833,0.98532758784334,0.0435827798683896,0
398,721,0.528052519628883,0.0246984907805514,0
399,586,0.768151968274946,0.256578712044663,0
400,217,0.625557451188662,0.00360217941276213,0
401,180,0.720751620475848,0.0174544597847866,0
402,185,0.830062321051251,0.0296299976424181,0
403,771,0.543821183186633,0.146212333266561,0
404,76,0.418345904010728,0.0215021648540819,0
405,397,0.78366374416924,0.0185769112399799,0
406,480,0.878483129201133,0.0164018181087798,0
407,188,0.514302277991756,0.0563858679311913,0
408,243,0.709630606324864,0.0232083034053483,0
409,493,0.970520557698693,0.0130057184953231,0
410,1561,0.906597991361248,0.0773549089363392,1
411,161,0.95473430256514,0.0215175544825491,0
412,179,0.950701298813643,0.0116856280173308,0
413,678,0.492022558892754,0.0686879366460437,0
414,644,0.915978462680324,0.0665936620594245,0
415,215,0.959379599911474,0.0454594518584727,0
416,164,0.960710640782947,0.0290199615055057,0
417,1695,0.787109846505693,0.0822652864083697,1
418,232,0.802633566852159,0.0313383395758697,0
419,194,0.675230943057225,0.0114904315415908,0
420,1051,0.935473858258675,0.0512593887008607,1
421,533,0.506357927095769,0.0441285251339473,0
422,200,0.632642896860685,0.0541668870254006,0
423,514,0.907791900760318,0.0519792703618019,0
424,242,0.93672401334233,0.012115696201072,0
425,203,0.913414826793771,0.016756826485889,0
426,239,0.912445875513089,0.0143825170422302,0
427,736,0.951989764006634,0.040186797225047,0
428,501,0.819739871762531,0.047507946441155,0
429,169,0.919540426207526,0.0214021882698534,0
430,464,0.679631500344487,0.0334657316575527,0
431,138,0.797748036498021,0.0115363625687579,0
432,468,0.334401739155429,0.0104208042720726,0
433,277,0.911434005114102,0.0111902003572851,0
434,232,0.979450764178613,0.0166117685405306,0
435,185,0.907906083686716,0.0349932647164277,0
436,190,0.966843648600796,0.0118225517785989,0
437,165,0.441793286649884,0.0126995951519258,0
438,294,0.912856965410762,0.0200743059839079,0
439,2605,0.366585615121304,0.0646305300985222,1
440,607,0.923028417483713,0.0153466616056544,0
441,162,0.845321490808943,0.0237825143951857,0
442,424,0.789781964320047,0.0216477258985383,0
443,93,0.897241589032555,0.0107884171832932,0
444,621,0.79768521828569,0.0309247635214535,0
445,483,0.95118321861391,0.00907172104412709,0
446,329,0.972469547731074,0.0104000663303389,0
447,166,0.838174433905584,0.0540904390069981,0
448,333,0.929923737408867,0.0104483607282104,0
449,449,0.881795830520256,0.0211181630325388,0
450,1326,0.775988080772301,0.119810002208327,1
451,555,0.905497517468276,0.0234936938352865,0
452,295,0.94020407085435,0.0133114735099612,0
453,202,0.888367152503945,0.0339866587782707,0
454,354,0.838125828102681,0.0304072446125321,0
455,246,0.739761580335164,0.0296786824710844,0
456,327,0.912640941667891,0.0241822156023414,0
457,229,0.958597709121031,0.0163345296914869,0
458,227,0.673498019334386,0.0166216552921478,0
459,161,0.795191567641699,0.00773691928984795,0
460,221,0.935756839049007,0.0467623875975607,0
461,82,0.888568936847273,0.011396322163669,0
462,271,0.866749895318261,0.00916203371134013,0
463,285,0.783674318102919,0.0369288349671824,0
464,212,0.722922597240156,0.0151092375634518,0
465,76,0.791020316928808,0.0113746839745441,0
